datetime,forecasted_solar_power
2021-01-01,0.0
2021-01-02,0.1728443515046138
2021-01-03,0.17139932603806063
2021-01-04,0.09709491239233056
2021-01-05,0.058248664475170436
2021-01-06,0.16752137974551795
2021-01-07,0.17660549034613574
2021-01-08,0.0007649862754471153
2021-01-09,0.173302888334924
2021-01-10,0.16970011868151552
2021-01-11,0.09644880966278177
2021-01-12,0.05862377468248556
2021-01-13,0.16790537532464186
2021-01-14,0.17623195799143052
2021-01-15,9.527696288339632e-05
2021-01-16,0.17337385425627572
2021-01-17,0.16979037350129783
2021-01-18,0.09655087128792891
2021-01-19,0.05871739987267442
2021-01-20,0.16799754590474245
2021-01-21,0.1763300659269372
2021-01-22,0.00019875465409065207
2021-01-23,0.17347763329970417
2021-01-24,0.16989086205617454
2021-01-25,0.09664979960939367
2021-01-26,0.05881345989198279
2021-01-27,0.16808926011046157
2021-01-28,0.17641569204146804
2021-01-29,0.00027647342983908724
2021-01-30,0.17354556918508912
