datetime,forecasted_solar_power
2021-01-01,0.0046244569577408206
2021-01-02,0.18559970670962167
2021-01-03,0.18812230348224732
2021-01-04,0.20593249061193747
2021-01-05,0.1844246346192135
2021-01-06,0.1843140769004271
2021-01-07,0.07428690898001052
2021-01-08,0.11137306090326075
2021-01-09,0.13417858704787286
2021-01-10,0.1697138709604109
2021-01-11,0.1558259279127754
2021-01-12,0.04315208585468766
2021-01-13,0.15073850154665414
2021-01-14,0.17640071527227277
2021-01-15,0.19091252959235713
2021-01-16,0.18115673752693504
2021-01-17,0.13376347138494285
2021-01-18,0.19045688593766127
2021-01-19,0.18978871274903558
2021-01-20,0.19374468864254646
2021-01-21,0.18415425003383565
2021-01-22,0.1772307690355526
2021-01-23,0.12430806814735063
2021-01-24,0.035591983461614865
2021-01-25,0.17857715913548283
2021-01-26,0.17574975606010515
2021-01-27,0.0985773466070046
2021-01-28,0.055151217679344375
2021-01-29,0.17338089610757568
2021-01-30,0.1846353213002878
