datetime,forecasted_solar_power
2021-01-01,0.2015016482266291
2021-01-02,0.24537558002814908
2021-01-03,0.22984599489847068
2021-01-04,0.22759060163506892
2021-01-05,0.20498201136153968
2021-01-06,0.1963762410160296
2021-01-07,0.12495559154020094
2021-01-08,0.1353478085440183
2021-01-09,0.1385642489363673
2021-01-10,0.1494847749279198
2021-01-11,0.1386593476547281
2021-01-12,0.07493562922008015
2021-01-13,0.14081064353731115
2021-01-14,0.13834863661004293
2021-01-15,0.14901920868424967
2021-01-16,0.1469880003588084
2021-01-17,0.1277996626529267
2021-01-18,0.16019997845778247
2021-01-19,0.1565189768061552
2021-01-20,0.16257408406064378
2021-01-21,0.1608792586935389
2021-01-22,0.16038845248643804
2021-01-23,0.13352557982945817
2021-01-24,0.08283608981264337
2021-01-25,0.16232644700927815
2021-01-26,0.14246002245668493
2021-01-27,0.10315317874817992
2021-01-28,0.08788260775019291
2021-01-29,0.14703263228134036
2021-01-30,0.14040014859515348
