timestamp,dhr_forecast,esn_forecast,hybrid_forecast
2021-01-01,0.186614702846809,0.15295405145747848,0.18324863770787594
2021-01-02,0.1786302695369059,0.21301858530405682,0.18206910111362098
2021-01-03,0.1803310689919462,0.19322254189149554,0.18162021628190111
2021-01-04,0.1933189094460315,0.19299107677978217,0.19328612617940658
2021-01-05,0.1758026322012905,0.19545235143088294,0.17776760412424975
2021-01-06,0.17569151713753098,0.18018956100436795,0.1761413215242147
2021-01-07,0.07906391605126584,0.17821303671035776,0.08897882811717503
2021-01-08,0.11045854707444716,0.11221675008641151,0.1106343673756436
2021-01-09,0.13527471159236512,0.12805187978610807,0.13455242841173942
2021-01-10,0.16615603478438326,0.13479801611635592,0.16302023291758053
2021-01-11,0.15261555132482554,0.14806277432251838,0.1521602736245948
2021-01-12,0.039528629062337804,0.13881006340118404,0.04945677249622243
2021-01-13,0.1469892372132883,0.0759500850180839,0.13988532199376785
2021-01-14,0.17081419338862913,0.14222056385282356,0.16795483043504858
2021-01-15,0.17994535261490294,0.13989342648455216,0.17594016000186788
2021-01-16,0.17174022658880678,0.1504297804417461,0.1696091819741007
2021-01-17,0.13264441358625273,0.14819571110127505,0.13419954333775497
2021-01-18,0.18236224327340134,0.12875333103601125,0.17700135204966233
2021-01-19,0.182072578280644,0.16093296504651927,0.17995861695723153
2021-01-20,0.18317764457979124,0.15706789328068235,0.18056666944988037
2021-01-21,0.17753918118966042,0.16294174799440214,0.17607943787013458
2021-01-22,0.17242090874540628,0.16111388607611368,0.171290206478477
2021-01-23,0.12644228018832387,0.16051995947559503,0.12985004811705098
2021-01-24,0.039117336117830165,0.1335854852159696,0.04856415102764411
2021-01-25,0.17407058524817126,0.08284728495448146,0.1649482552188023
2021-01-26,0.17178455295409284,0.16230535051943193,0.17083663271062674
2021-01-27,0.09563085996048705,0.14242643579548017,0.10031041754398637
2021-01-28,0.05791170693869413,0.10311576330430124,0.06243211257525484
2021-01-29,0.16841534685699697,0.08784896555729892,0.16035870872702718
2021-01-30,0.17653585230309898,0.14700311094613627,0.17358257816740272
