datetime,forecasted_wind_power
2021-01-01,0.011931258189992362
2021-01-02,0.07432919303923968
2021-01-03,0.05118594943380113
2021-01-04,0.0
2021-01-05,0.014659711736626335
2021-01-06,0.0
2021-01-07,0.08120214864117868
2021-01-08,0.04214916886882175
2021-01-09,0.0
2021-01-10,0.04338954150000983
2021-01-11,0.0
2021-01-12,0.11440140018333017
2021-01-13,0.009918376782482438
2021-01-14,0.08208687291494847
2021-01-15,0.048376286138110916
2021-01-16,0.0
2021-01-17,0.08995510569446528
2021-01-18,0.041459392385100734
2021-01-19,0.015802487624572415
2021-01-20,0.04173842476444197
2021-01-21,0.011991139658238576
2021-01-22,0.034891569709474025
2021-01-23,0.1306422542733615
2021-01-24,0.0221312213224845
2021-01-25,0.03396720246233581
2021-01-26,0.017532920922074237
2021-01-27,0.020905658391144274
2021-01-28,0.1096404853298459
2021-01-29,0.0688701012091333
2021-01-30,0.002663000466918524
