timestamp,dhr_forecast,esn_forecast,hybrid_forecast
2021-01-01,0.1869118327139088,0.15295398263211843,0.18351604770572974
2021-01-02,0.1788992254251772,0.21301851887658463,0.18231115477031792
2021-01-03,0.18057329986639759,0.19322252697346023,0.18183822257710386
2021-01-04,0.1935509073146897,0.19299104549485233,0.19349492113270597
2021-01-05,0.17603570331346674,0.19545233941374215,0.1779773669234943
2021-01-06,0.17589407222862946,0.18018957219245774,0.17632362222501227
2021-01-07,0.07923165241136004,0.17821304665393253,0.0891297918356173
2021-01-08,0.11061769081550094,0.11221675940907393,0.11077759767485824
2021-01-09,0.13540395810180395,0.12805187605893606,0.13466874989751715
2021-01-10,0.16623890622882434,0.13479804660152983,0.16309482026609487
2021-01-11,0.15265763824389134,0.14806280973552513,0.15219815539305473
2021-01-12,0.03953072206239983,0.13881010429008597,0.04945866028516844
2021-01-13,0.1469389286275693,0.075950098291187,0.13984004559393107
2021-01-14,0.17071861581962888,0.14222053021071832,0.16786880725873782
2021-01-15,0.17983988777695128,0.13989347314234155,0.1758452463134903
2021-01-16,0.17162647101691875,0.15042980871787087,0.16950680478701396
2021-01-17,0.13251559334341298,0.14819574798496685,0.13408360880756837
2021-01-18,0.1821889187503299,0.12875334880262349,0.17684536175555926
2021-01-19,0.18187226065678144,0.16093295556008347,0.17977833014711164
2021-01-20,0.18298868010706176,0.15706791518631338,0.1803966036149869
2021-01-21,0.1773398547144774,0.16294175235836256,0.17590004447886592
2021-01-22,0.172203263533709,0.16111389390389874,0.17109432657072796
2021-01-23,0.12621137052252066,0.16051995884275935,0.12964222935454453
2021-01-24,0.03886075588297292,0.13358547874652282,0.04833322816932791
2021-01-25,0.17378545892469616,0.08284725225782644,0.16469163825800917
2021-01-26,0.1714816621642935,0.16230529406237795,0.17056402535410195
2021-01-27,0.09531574715560219,0.14242647425829172,0.10002681986587114
2021-01-28,0.05759358235443872,0.10311576631348193,0.06214580075034304
2021-01-29,0.1680576139271278,0.08784894576371502,0.16003674711078653
2021-01-30,0.17617210144007145,0.14700309732814304,0.17325520102887862
