datetime,forecasted_solar_power
2021-01-01,0.08701017592554836
2021-01-02,0.1484676140208311
2021-01-03,0.05465689065180878
2021-01-04,0.08419438582900295
2021-01-05,0.10835370567305776
2021-01-06,0.15738456648616123
2021-01-07,0.053727061819404405
2021-01-08,0.23508720282105827
2021-01-09,0.11254548662372182
2021-01-10,0.15576475793434544
2021-01-11,0.09798050519315633
2021-01-12,0.14696873844119518
2021-01-13,0.13913208585704628
2021-01-14,0.14104245677092836
2021-01-15,0.044025507450805156
2021-01-16,0.09064933050724384
2021-01-17,0.12765605494810092
2021-01-18,0.1977389291083004
2021-01-19,0.2423755071270786
2021-01-20,0.2611016814255287
2021-01-21,0.20110441084581218
2021-01-22,0.19079575323562792
2021-01-23,0.10219643275037953
2021-01-24,0.09739950743863131
2021-01-25,0.16306417755141508
2021-01-26,0.06351017701599715
2021-01-27,0.047692798915968324
2021-01-28,0.11211398993506246
2021-01-29,0.19180374614656576
2021-01-30,0.07909021655252674
