datetime,dhr_forecast,esn_forecast,hybrid_forecast
2021-01-01,0.036841192354221314,0.025274643090447513,0.03568453742784393
2021-01-02,0.09995034123946746,0.012137361416901088,0.09116904325721083
2021-01-03,0.13317656412779044,0.06981855547678097,0.1268407632626895
2021-01-04,0.026752457832992238,0.06882281204252702,0.030959493253945716
2021-01-05,0.0,0.0,0.0
2021-01-06,0.018154448047881022,0.011060639341967375,0.01744506717728966
2021-01-07,0.11717490041713412,0.006696993057333869,0.1061271096811541
2021-01-08,0.13618865927891355,0.09735703819752137,0.13230549717077433
2021-01-09,0.0,0.0372997968453092,0.0037299796845309194
2021-01-10,0.0,0.0,0.0
2021-01-11,0.0,0.031303512817541436,0.003130351281754143
2021-01-12,0.05816885945329964,0.0,0.052351973507969676
2021-01-13,0.029492345578608928,0.09756366272287835,0.03629947729303587
2021-01-14,0.03715082902117284,0.0,0.03343574611905555
2021-01-15,0.09337410534196151,0.09308626110365051,0.09334532091813041
2021-01-16,0.014057325821428657,0.026864866543137227,0.015338079893599515
2021-01-17,0.04187996537500388,0.01909679489304188,0.03960164832680768
2021-01-18,0.08953028709088008,0.07586437136883396,0.08816369551867546
2021-01-19,0.03785570397576908,0.0479517239737059,0.038865305975562765
2021-01-20,0.05635886506726523,0.01757640576930595,0.0524806191374693
2021-01-21,0.03091874986661948,0.0387964259579888,0.03170651747575641
2021-01-22,0.0004968162879872007,0.01363241077966531,0.0018103757371550114
2021-01-23,0.18605838727389856,0.03694686984395699,0.1711472355309044
2021-01-24,0.10156268554347907,0.1305754486444762,0.10446396185357877
2021-01-25,0.0045660356407039165,0.007912847986559288,0.004900716875289453
2021-01-26,0.005267756940493348,0.037142111665580194,0.008455192413002032
2021-01-27,0.016863872816650458,2.3024222987858696e-05,0.015179787957284198
2021-01-28,0.10110661133111921,0.042087768196187834,0.09520472701762608
2021-01-29,0.0953080065420457,0.08976835310238372,0.0947540411980795
2021-01-30,0.03778519178353852,0.06243223117416044,0.04024989572260071
