datetime,forecasted_solar_power
2021-01-01,0.0046307510204072555
2021-01-02,0.18542996141623685
2021-01-03,0.18790620393965798
2021-01-04,0.20581181400689813
2021-01-05,0.18447267772034684
2021-01-06,0.18449065547621007
2021-01-07,0.07448174545169148
2021-01-08,0.11145540172553699
2021-01-09,0.134095321029515
2021-01-10,0.16951071655623526
2021-01-11,0.15564194981877422
2021-01-12,0.04311101976281947
2021-01-13,0.15086611131538094
2021-01-14,0.17662432855286098
2021-01-15,0.1910865291485148
2021-01-16,0.18116117072704768
2021-01-17,0.1335871422531521
2021-01-18,0.19021357183943588
2021-01-19,0.18964149716378506
2021-01-20,0.19378939933339095
2021-01-21,0.18435266897085456
2021-01-22,0.17744635560946123
2021-01-23,0.1243989518265791
2021-01-24,0.035500984463046524
2021-01-25,0.1783630480325293
2021-01-26,0.17556290580478973
2021-01-27,0.0985433302286066
2021-01-28,0.055296555357398296
2021-01-29,0.17360392184354492
2021-01-30,0.18480225403551193
